M2 attention-driven goal-directed acceptance
PASS 32/32; FAIL 0
base=live-AH-snapshot; AH=153682 UIDs; stress padding=149998
Workspace initial=0; final=384
elapsed=5.012s

Cold Workspace is a purity control only. Runtime correctness does not require it.
Every proof proposition is focused through QUERY_RECALL + a normal Ignition tick.

[PASS] cause_alpha CAUSE depth=1 => PROVED/GOAL_SATISFIED, logical_depth=1, workspace=0->2, path_cold=True, x_changed=True, tail_inactive=True, 39.45ms
[PASS] isa_concepts IS-A depth=1 => PROVED/GOAL_SATISFIED, logical_depth=1, workspace=82->85, path_cold=True, x_changed=True, tail_inactive=True, 42.84ms
[PASS] isa_concepts IS-A depth=2 => PROVED/GOAL_SATISFIED, logical_depth=2, workspace=85->88, path_cold=True, x_changed=True, tail_inactive=True, 64.95ms
[PASS] isa_concepts IS-A depth=3 => PROVED/GOAL_SATISFIED, logical_depth=3, workspace=88->93, path_cold=True, x_changed=True, tail_inactive=True, 95.32ms
[PASS] isa_concepts IS-A depth=4 => PROVED/GOAL_SATISFIED, logical_depth=4, workspace=93->97, path_cold=True, x_changed=True, tail_inactive=True, 109.51ms
[PASS] isa_concepts IS-A depth=5 => PROVED/GOAL_SATISFIED, logical_depth=5, workspace=97->102, path_cold=True, x_changed=True, tail_inactive=True, 142.48ms
[PASS] isa_concepts IS-A depth=6 => PROVED/GOAL_SATISFIED, logical_depth=6, workspace=102->109, path_cold=True, x_changed=True, tail_inactive=True, 169.36ms
[PASS] cross_left CAUSE depth=2 => PROVED/GOAL_SATISFIED, logical_depth=2, workspace=109->113, path_cold=True, x_changed=True, tail_inactive=True, 70.66ms
[PASS] cross_left CAUSE depth=5 => PROVED/GOAL_SATISFIED, logical_depth=5, workspace=113->119, path_cold=True, x_changed=True, tail_inactive=True, 131.95ms
[PASS] cross_right CAUSE depth=3 => PROVED/GOAL_SATISFIED, logical_depth=3, workspace=119->123, path_cold=True, x_changed=True, tail_inactive=True, 91.23ms
[PASS] cross_right CAUSE depth=6 => PROVED/GOAL_SATISFIED, logical_depth=6, workspace=123->129, path_cold=True, x_changed=True, tail_inactive=True, 155.21ms
[PASS] branch_cause_cold CAUSE depth=6 => PROVED/GOAL_SATISFIED, logical_depth=6, workspace=129->256, path_cold=True, x_changed=True, tail_inactive=True, 169.55ms
[PASS] branch_cause_warm CAUSE depth=6 => PROVED/GOAL_SATISFIED, logical_depth=6, workspace=262->268, path_cold=True, x_changed=True, tail_inactive=True, 224.18ms
[PASS] branch_follow_warm FOLLOW depth=5 => PROVED/GOAL_SATISFIED, logical_depth=5, workspace=275->256, path_cold=True, x_changed=True, tail_inactive=True, 210.47ms
[PASS] branch_isa_cold IS-A depth=6 => PROVED/GOAL_SATISFIED, logical_depth=6, workspace=256->384, path_cold=True, x_changed=True, tail_inactive=True, 288.48ms
